dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA544DS;976;"SERVICIO COMÚN";2013;40;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";07/11/2026;118208;CENT;"URBANO  PISO BAJO MOVILIDAD REDUCIDA  ARTICULADO";METALPAR;;319406/2008;;1703/08;;;148;9BM382155CB851843;"MERCEDES BENZ";"O 500 UA";SI;JN:NACIONAL;NO;UC:2026-10-29
AA544DZ;387;"SERVICIO COMÚN";2016;25;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";06/11/2026;118180;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";ITALBUS;;50239/2016;;0048/16;;;148;8AB368185GA146069;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2026-10-28
AA660MA;325;"SERVICIO COMÚN";2016;25;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";07/11/2026;118195;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";ITALBUS;;50239/2016;;0048/16;;;148;8AB368187GA146176;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2026-10-28
AA945HF;329;"SERVICIO COMÚN";2017;25;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";02/11/2026;117474;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";ITALBUS;;50239/2016;;0048/16;;;148;8AB368187HA146253;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2026-10-28
AB042BM;389;"SERVICIO COMÚN";2017;25;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";04/11/2026;118107;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";ITALBUS;;50239/2016;;0048/16;;;148;8AB368187HA146570;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2026-10-28
AB190QH;3490;"SERVICIO COMÚN";2017;27;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";04/05/2026;675812;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;148;9BM382189HB040256;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2026-10-16
AB190QI;3500;"SERVICIO COMÚN";2017;27;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";30/03/2026;661863;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;148;9BM382189HB039533;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2026-10-16
AB190QJ;3510;"SERVICIO COMÚN";2017;27;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";18/03/2026;656907;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;148;9BM382189HB038945;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2026-10-16
AB190QL;3530;"SERVICIO COMÚN";2017;27;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";28/05/2026;680298;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;148;9BM382189HB038956;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2026-10-16
AB190QM;3540;"SERVICIO COMÚN";2017;27;2033;30546250551;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";06/12/2026;109701;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;148;9BM382189HB038978;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2026-10-16
